city_code,city_name,year,gdp,pop,second_share,region
204300,宁德,2015,28843.6,227.5,48.1,东部
204300,宁德,2016,31616.7,230,47.8,东部
204300,宁德,2017,34161.9,230.3,47.5,东部
204300,宁德,2018,36994.2,232.1,47.2,东部
204300,宁德,2019,40849,234.3,46.9,东部
204300,宁德,2020,43045.5,234.9,46.6,东部
204300,宁德,2021,46103.8,236.1,46.3,东部
204300,宁德,2022,48828.7,236.8,46,东部
204300,宁德,2023,52963.7,238.4,45.7,东部
204300,宁德,2024,56678,240.5,45.4,东部
204400,南昌,2012,48033,80,41.8,中部
204400,南昌,2013,52743.1,80.6,41.5,中部
204400,南昌,2014,58573.9,81,41.2,中部
204400,南昌,2015,63301.7,81.5,40.9,中部
204400,南昌,2016,65752.2,81.7,40.6,中部
204400,南昌,2017,70676.3,82.1,40.3,中部
204400,南昌,2018,76551.5,82.9,40,中部
204400,南昌,2019,82062.5,83.8,39.7,中部
204400,南昌,2020,90563.2,84.1,39.4,中部
204400,南昌,2021,99221.8,84.6,39.1,中部
204400,南昌,2022,105600.1,85.2,38.8,中部
204400,南昌,2023,116672.2,85.1,38.5,中部
204400,南昌,2024,123723.8,85.4,38.2,中部
204500,九江,2012,44527.9,447.8,60.1,中部
204500,九江,2013,47868.7,450.2,59.8,中部
204500,九江,2014,52260.3,452.2,59.5,中部
204500,九江,2015,56757.9,455,59.2,中部
204500,九江,2016,61029.7,456.7,58.9,中部
204500,九江,2017,64193.1,456.5,58.6,中部
204500,九江,2018,67717.3,458.5,58.3,中部
204500,九江,2019,74561.6,462.8,58,中部
204500,九江,2020,81138.3,461.6,57.7,中部
204500,九江,2021,88158.3,462.2,57.4,中部
204500,九江,2022,94084.1,467.1,57.1,中部
204500,九江,2023,100290.4,469.4,56.8,中部
204500,九江,2024,101912.5,470.8,56.5,中部
204600,赣州,2012,62276.5,367.1,35.3,中部
204600,赣州,2013,65992,369.9,35,中部
204600,赣州,2014,71194.7,371.7,34.7,中部
204600,赣州,2015,74644.5,372.4,34.4,中部
204600,赣州,2016,79924.7,373,34.1,中部
204600,赣州,2017,86713.2,374.4,33.8,中部
204600,赣州,2018,94814,376.1,33.5,中部
204600,赣州,2019,101142.9,377.7,33.2,中部
204600,赣州,2020,106764.6,381.2,32.9,中部
204600,赣州,2021,117862.4,384.1,32.6,中部
204600,赣州,2022,124180.5,383.9,32.3,中部
204600,赣州,2023,133997.9,385.4,32,中部
204600,赣州,2024,139381.5,389.5,31.7,中部
204700,吉安,2012,43198.7,670.5,23.9,中部
204700,吉安,2013,47409.7,670.9,23.6,中部
204700,吉安,2014,51547.3,675.8,23.3,中部
204700,吉安,2015,54808.9,681.4,23,中部
204700,吉安,2016,59719.7,683.6,22.7,中部
204700,吉安,2017,64370.2,685.1,22.4,中部
204700,吉安,2018,70812.5,687.5,22.1,中部
204700,吉安,2019,75746.1,690.7,21.8,中部
204700,吉安,2020,80166.2,692.7,21.5,中部
204700,吉安,2021,85128.5,695.4,21.2,中部
204700,吉安,2022,89189.9,695.8,20.9,中部
204700,吉安,2023,95318.6,697.2,20.6,中部
204700,吉安,2024,100288.4,701.5,20.3,中部
204800,宜春,2012,52712.6,524.7,38.8,中部
204800,宜春,2013,56282.9,527.1,38.5,中部
204800,宜春,2014,62533.6,531.8,38.2,中部
204800,宜春,2015,66850.2,534.2,37.9,中部
204800,宜春,2016,71171.7,537.2,37.6,中部
204800,宜春,2017,76851.6,539.1,37.3,中部
204800,宜春,2018,79132.3,543,37,中部
204800,宜春,2019,83744.3,546.1,36.7,中部
204800,宜春,2020,90780.1,551.4,36.4,中部
204800,宜春,2021,95630.2,554.3,36.1,中部
204800,宜春,2022,101265.9,556.8,35.8,中部
204800,宜春,2023,108560.2,562.1,35.5,中部
204800,宜春,2024,114691,565,35.2,中部
204900,上饶,2012,36920.1,507.7,48.3,中部
204900,上饶,2013,40352.7,509.9,48,中部
204900,上饶,2014,44819.5,512.6,47.7,中部
204900,上饶,2015,48729.8,515.8,47.4,中部
204900,上饶,2016,50775.1,518.3,47.1,中部
204900,上饶,2017,55630.1,521.5,46.8,中部
204900,上饶,2018,60618.4,521.3,46.5,中部
204900,上饶,2019,62807.2,524.3,46.2,中部
204900,上饶,2020,68699.9,528.3,45.9,中部
204900,上饶,2021,72447.9,528.6,45.6,中部
204900,上饶,2022,78996.8,529.9,45.3,中部
204900,上饶,2023,82706,531.4,45,中部
204900,上饶,2024,87096.9,537.1,44.7,中部
205000,抚州,2012,60038.6,371.4,43.9,中部
205000,抚州,2013,61439.8,372.2,43.6,中部
205000,抚州,2014,63419.9,375.5,43.3,中部
205000,抚州,2015,69345.9,376.5,43,中部
205000,抚州,2016,73241.9,378.4,42.7,中部
205000,抚州,2017,77892.2,381.7,42.4,中部
205000,抚州,2018,83388.9,384.3,42.1,中部
205000,抚州,2019,92906,387.9,41.8,中部
205000,抚州,2020,99350.3,389.4,41.5,中部
205000,抚州,2021,106986.6,392.1,41.2,中部
205000,抚州,2022,111878.3,393.1,40.9,中部
205000,抚州,2023,119268.9,394.9,40.6,中部
205000,抚州,2024,125887.5,397,40.3,中部
205100,景德镇,2012,11629.6,455.8,45.8,中部
205100,景德镇,2013,13177.8,457.1,45.5,中部
205100,景德镇,2014,14338.1,461.9,45.2,中部
205100,景德镇,2015,15582.8,464.7,44.9,中部
205100,景德镇,2016,16670.1,467,44.6,中部
205100,景德镇,2017,18762.7,470.5,44.3,中部
205100,景德镇,2018,20044.4,472.3,44,中部
205100,景德镇,2019,22301.8,476.7,43.7,中部
205100,景德镇,2020,24263.4,480.9,43.4,中部
205100,景德镇,2021,25797,482.1,43.1,中部
205100,景德镇,2022,29230.1,484.7,42.8,中部
205100,景德镇,2023,32151.9,489.5,42.5,中部
205100,景德镇,2024,34570.4,489.2,42.2,中部
205200,济南,2012,14513.5,146.3,57.7,东部
205200,济南,2013,15756.6,147.4,57.4,东部
205200,济南,2014,17027.9,148,57.1,东部
205200,济南,2015,18211.3,149,56.8,东部
205200,济南,2016,19613.3,149.9,56.5,东部
205200,济南,2017,20327.8,151.3,56.2,东部
205200,济南,2018,21513.2,152.1,55.9,东部
205200,济南,2019,23277,152.7,55.6,东部
205200,济南,2020,24883.2,153.2,55.3,东部
205200,济南,2021,26916.1,154.1,55,东部
205200,济南,2022,28473.8,155.5,54.7,东部
205200,济南,2023,30113.6,156.8,54.4,东部
205200,济南,2024,32577.2,157.9,54.1,东部
205300,青岛,2012,96225.1,669.6,44.3,东部
205300,青岛,2013,102503.3,674.6,44,东部
205300,青岛,2014,112094.8,682,43.7,东部
205300,青岛,2015,119818.2,686.8,43.4,东部
205300,青岛,2016,123879,689.6,43.1,东部
205300,青岛,2017,131409,693.8,42.8,东部
205300,青岛,2018,144582,695.4,42.5,东部
205300,青岛,2019,156549.5,700.9,42.2,东部
205300,青岛,2020,173481.6,706.8,41.9,东部
205300,青岛,2021,189216.6,712.3,41.6,东部
205300,青岛,2022,196154,717.5,41.3,东部
205300,青岛,2023,208012.5,720,41,东部
205300,青岛,2024,225241.6,721.7,40.7,东部
205400,淄博,2012,122763.3,574.1,42.3,东部
205400,淄博,2013,135687.7,577.4,42,东部
205400,淄博,2014,144129.2,580.4,41.7,东部
205400,淄博,2015,152617.4,586.4,41.4,东部
205400,淄博,2016,166471.8,589.4,41.1,东部
205400,淄博,2017,178929.9,592.7,40.8,东部
205400,淄博,2018,188682.7,596.1,40.5,东部
205400,淄博,2019,205017.8,599.3,40.2,东部
205400,淄博,2020,211745,602.2,39.9,东部
205400,淄博,2021,232744.7,605.9,39.6,东部
205400,淄博,2022,252329.2,611.1,39.3,东部
205400,淄博,2023,261110.2,614.1,39,东部
205400,淄博,2024,279064.9,619.1,38.7,东部
205500,枣庄,2012,43374.1,443.6,46.4,东部
205500,枣庄,2013,47881,446.8,46.1,东部
205500,枣庄,2014,51180.2,449.1,45.8,东部
205500,枣庄,2015,54685.6,449.9,45.5,东部
205500,枣庄,2016,57485.3,451,45.2,东部
205500,枣庄,2017,61852.2,450.4,44.9,东部
205500,枣庄,2018,65010.7,449.9,44.6,东部
205500,枣庄,2019,67033.6,452.6,44.3,东部
205500,枣庄,2020,73610.3,455.5,44,东部
205500,枣庄,2021,77924.9,458.9,43.7,东部
205500,枣庄,2022,84269.1,461.3,43.4,东部
205500,枣庄,2023,90372.8,465.7,43.1,东部
205500,枣庄,2024,95534.4,466.3,42.8,东部
205600,东营,2012,64727.9,306.7,42.1,东部
205600,东营,2013,69262.7,307.4,41.8,东部
205600,东营,2014,74317.1,309.6,41.5,东部
205600,东营,2015,78060.6,311,41.2,东部
205600,东营,2016,83301.2,314,40.9,东部
205600,东营,2017,88264.8,316.4,40.6,东部
205600,东营,2018,94834.2,317.4,40.3,东部
205600,东营,2019,99338,317.8,40,东部
205600,东营,2020,111797.3,317.6,39.7,东部
205600,东营,2021,121525.2,320.3,39.4,东部
205600,东营,2022,127255.3,321.8,39.1,东部
205600,东营,2023,137640.7,323.3,38.8,东部
205600,东营,2024,146784.5,323.5,38.5,东部
205700,烟台,2012,36912.7,474,27.4,东部
205700,烟台,2013,39755.5,478.1,27.1,东部
205700,烟台,2014,40841.2,482.5,26.8,东部
205700,烟台,2015,43634.9,486,26.5,东部
205700,烟台,2016,46112.5,488,26.2,东部
205700,烟台,2017,49079.8,489.8,25.9,东部
205700,烟台,2018,54143.4,491,25.6,东部
205700,烟台,2019,57967.1,492.6,25.3,东部
205700,烟台,2020,62419,494.2,25,东部
205700,烟台,2021,67090.6,498.5,24.7,东部
205700,烟台,2022,73375.2,499.6,24.4,东部
205700,烟台,2023,76580.4,501.1,24.1,东部
205700,烟台,2024,84350.1,506.2,23.8,东部
205800,潍坊,2012,45231.7,194.8,49,东部
205800,潍坊,2013,48349,194.8,48.7,东部
205800,潍坊,2014,51891.8,195.1,48.4,东部
205800,潍坊,2015,55926.5,196.4,48.1,东部
205800,潍坊,2016,59194.7,197.1,47.8,东部
205800,潍坊,2017,62734.6,198.8,47.5,东部
205800,潍坊,2018,67710.2,199.3,47.2,东部
205800,潍坊,2019,71519.3,199.8,46.9,东部
205800,潍坊,2020,75864.9,201.3,46.6,东部
205800,潍坊,2021,77969.5,202.3,46.3,东部
205800,潍坊,2022,85099.7,202.4,46,东部
205800,潍坊,2023,89714,203.1,45.7,东部
205800,潍坊,2024,96392.5,204.3,45.4,东部
205900,济宁,2012,45946.5,657,49.1,东部
205900,济宁,2013,50176.2,661.6,48.8,东部
205900,济宁,2014,50520.9,665.7,48.5,东部
205900,济宁,2015,52896.4,667.7,48.2,东部
205900,济宁,2016,57878.9,674.1,47.9,东部
205900,济宁,2017,60390.6,676.1,47.6,东部
205900,济宁,2018,65099.7,681.5,47.3,东部
205900,济宁,2019,69557.3,687,47,东部
205900,济宁,2020,73255.7,692,46.7,东部
205900,济宁,2021,78503.2,692.7,46.4,东部
205900,济宁,2022,83062.9,697.9,46.1,东部
205900,济宁,2023,90289.4,702.8,45.8,东部
205900,济宁,2024,95135.5,708.5,45.5,东部
206000,泰安,2012,34208.6,527,42.7,东部
206000,泰安,2013,38352.6,527.7,42.4,东部
206000,泰安,2014,41406.6,532.7,42.1,东部
206000,泰安,2015,45514.7,535.6,41.8,东部
206000,泰安,2016,49494.5,542.1,41.5,东部
206000,泰安,2017,52980.7,546.9,41.2,东部
206000,泰安,2018,54779.3,551.3,40.9,东部
206000,泰安,2019,57769.4,554.5,40.6,东部
206000,泰安,2020,61363.4,559.5,40.3,东部
206000,泰安,2021,66356.2,563.1,40,东部
206000,泰安,2022,70930,565.9,39.7,东部
206000,泰安,2023,78927.3,568.8,39.4,东部
206000,泰安,2024,85346.7,571.9,39.1,东部
206100,威海,2012,30312.2,427.9,44.7,东部
206100,威海,2013,34145.1,428.8,44.4,东部
206100,威海,2014,36652.8,430,44.1,东部
206100,威海,2015,38446.7,431.2,43.8,东部
206100,威海,2016,42253.8,431,43.5,东部
206100,威海,2017,44238.2,431.7,43.2,东部
206100,威海,2018,46087.7,433.3,42.9,东部
206100,威海,2019,48210.1,433.8,42.6,东部
206100,威海,2020,52917.1,436.4,42.3,东部
206100,威海,2021,57194.7,440.3,42,东部
206100,威海,2022,60353.8,442.3,41.7,东部
206100,威海,2023,65123.3,443.5,41.4,东部
206100,威海,2024,68975.7,445.4,41.1,东部
206200,日照,2012,56061,253.2,43,东部
206200,日照,2013,57617.2,254.1,42.7,东部
206200,日照,2014,62301.5,254.6,42.4,东部
206200,日照,2015,67327.5,255.2,42.1,东部
206200,日照,2016,70232.9,256.6,41.8,东部
206200,日照,2017,76560,256.7,41.5,东部
206200,日照,2018,81992.6,257.4,41.2,东部
206200,日照,2019,87416.2,257.6,40.9,东部
206200,日照,2020,92404.3,259.2,40.6,东部
206200,日照,2021,98754.7,260.6,40.3,东部
206200,日照,2022,106573,263.2,40,东部
206200,日照,2023,115121,265.2,39.7,东部
206200,日照,2024,123792.3,265.7,39.4,东部
206300,临沂,2012,42920.2,333.7,40.7,东部
206300,临沂,2013,46463.6,335.6,40.4,东部
206300,临沂,2014,50535.2,335.3,40.1,东部
206300,临沂,2015,55294.8,338.8,39.8,东部
206300,临沂,2016,61633.2,341,39.5,东部
206300,临沂,2017,65189.3,343.5,39.2,东部
206300,临沂,2018,69497.5,345.4,38.9,东部
206300,临沂,2019,73641.5,345.2,38.6,东部
206300,临沂,2020,80929,345.4,38.3,东部
206300,临沂,2021,86218.4,347.4,38,东部
206300,临沂,2022,93721.4,349.9,37.7,东部
206300,临沂,2023,101951.5,353.7,37.4,东部
206300,临沂,2024,111477.9,353.8,37.1,东部
206400,德州,2012,22039,440.2,43.5,东部
206400,德州,2013,24629.5,442.1,43.2,东部
206400,德州,2014,26665.9,446.8,42.9,东部
206400,德州,2015,28593.3,449.8,42.6,东部
206400,德州,2016,31082.5,452.8,42.3,东部
206400,德州,2017,33160.5,456.1,42,东部
206400,德州,2018,35916.5,457.8,41.7,东部
206400,德州,2019,39440.5,459,41.4,东部
206400,德州,2020,41798.8,462,41.1,东部
206400,德州,2021,43954.5,463.6,40.8,东部
206400,德州,2022,46248.4,467.8,40.5,东部
206400,德州,2023,50204.2,471.5,40.2,东部
206400,德州,2024,55284.5,473.8,39.9,东部
206500,菏泽,2012,19576.2,343.1,50.4,东部
206500,菏泽,2013,20999.6,345.3,50.1,东部
206500,菏泽,2014,22690.9,349.3,49.8,东部
206500,菏泽,2015,23941.9,350.2,49.5,东部
206500,菏泽,2016,25624.3,351.3,49.2,东部
206500,菏泽,2017,27577.1,352.9,48.9,东部
206500,菏泽,2018,30324.5,352.2,48.6,东部
206500,菏泽,2019,33061.1,353.4,48.3,东部
206500,菏泽,2020,34691.6,354.5,48,东部
206500,菏泽,2021,37285.5,355.4,47.7,东部
206500,菏泽,2022,40494.8,357.7,47.4,东部
206500,菏泽,2023,42824.6,358,47.1,东部
206500,菏泽,2024,45473.4,358.3,46.8,东部
206600,郑州,2012,63760.9,255,35.6,中部
206600,郑州,2013,66645.5,256.4,35.3,中部
206600,郑州,2014,70376.8,257,35,中部
206600,郑州,2015,72404.6,259.6,34.7,中部
206600,郑州,2016,78227.2,260.8,34.4,中部
206600,郑州,2017,80905,261.5,34.1,中部
206600,郑州,2018,85674.9,262.2,33.8,中部
206600,郑州,2019,89324.9,264.2,33.5,中部
206600,郑州,2020,96032.8,265,33.2,中部
206600,郑州,2021,102128.5,268.1,32.9,中部
206600,郑州,2022,111651.6,270,32.6,中部
206600,郑州,2023,121631.7,271.9,32.3,中部
206600,郑州,2024,133377.7,273.5,32,中部
206700,开封,2012,24414.8,776.7,52.4,中部
206700,开封,2013,25954.5,781,52.1,中部
206700,开封,2014,27768.8,784.1,51.8,中部
206700,开封,2015,29892.6,786.4,51.5,中部
206700,开封,2016,32212.7,786.6,51.2,中部
206700,开封,2017,33282.4,788.8,50.9,中部
206700,开封,2018,35401.2,791.9,50.6,中部
206700,开封,2019,38249.8,796.2,50.3,中部
206700,开封,2020,41856.4,802.6,50,中部
206700,开封,2021,43666.1,811.4,49.7,中部
206700,开封,2022,46234.8,816,49.4,中部
206700,开封,2023,48894,823,49.1,中部
206700,开封,2024,52856.5,826.4,48.8,中部
206800,洛阳,2012,28868.9,573.8,53.8,中部
206800,洛阳,2013,30917,576.6,53.5,中部
206800,洛阳,2014,32463.1,580.9,53.2,中部
206800,洛阳,2015,34539.6,583.4,52.9,中部
206800,洛阳,2016,37887.3,584.3,52.6,中部
206800,洛阳,2017,41777.6,586.5,52.3,中部
206800,洛阳,2018,46016.6,589,52,中部
206800,洛阳,2019,49686.2,591.3,51.7,中部
206800,洛阳,2020,52629.2,594.3,51.4,中部
206800,洛阳,2021,56855.9,598,51.1,中部
206800,洛阳,2022,62177.7,601.3,50.8,中部
206800,洛阳,2023,66212.8,605.8,50.5,中部
206800,洛阳,2024,69942.7,607,50.2,中部
206900,平顶山,2012,21184.3,239.3,44.2,中部
206900,平顶山,2013,22700.2,240.2,43.9,中部
206900,平顶山,2014,24591.3,242,43.6,中部
206900,平顶山,2015,26248.9,242.4,43.3,中部
206900,平顶山,2016,28072.5,243.1,43,中部
206900,平顶山,2017,31333.8,243.1,42.7,中部
206900,平顶山,2018,34376.9,244.4,42.4,中部
206900,平顶山,2019,36436.2,245.6,42.1,中部
206900,平顶山,2020,39124.9,246.4,41.8,中部
206900,平顶山,2021,41385.4,247.2,41.5,中部
206900,平顶山,2022,44080.8,248.5,41.2,中部
206900,平顶山,2023,48748.5,249.5,40.9,中部
206900,平顶山,2024,50455.6,251.3,40.6,中部
207000,安阳,2012,21894.2,431.4,39.4,中部
207000,安阳,2013,23745.7,432.5,39.1,中部
207000,安阳,2014,25624.7,433.5,38.8,中部
207000,安阳,2015,28378.4,433.9,38.5,中部
207000,安阳,2016,30248.2,434.5,38.2,中部
207000,安阳,2017,32943.5,436.9,37.9,中部
207000,安阳,2018,35941.2,439.1,37.6,中部
207000,安阳,2019,38289.2,441.3,37.3,中部
207000,安阳,2020,41335,444,37,中部
207000,安阳,2021,45863.3,448.3,36.7,中部
207000,安阳,2022,49387.5,452.5,36.4,中部
207000,安阳,2023,53644.9,456.6,36.1,中部
207000,安阳,2024,57742.2,459.5,35.8,中部
207100,新乡,2012,27123.6,442.8,50.4,中部
207100,新乡,2013,28474,443.9,50.1,中部
207100,新乡,2014,29839.8,449.4,49.8,中部
207100,新乡,2015,32629,451.3,49.5,中部
207100,新乡,2016,34646.4,452.6,49.2,中部
207100,新乡,2017,36463.7,455.3,48.9,中部
207100,新乡,2018,39836.8,456.5,48.6,中部
207100,新乡,2019,41838.6,461.1,48.3,中部
207100,新乡,2020,44555.5,462.5,48,中部
207100,新乡,2021,48444.7,464,47.7,中部
207100,新乡,2022,51290.6,465.6,47.4,中部
207100,新乡,2023,54319.7,467.6,47.1,中部
207100,新乡,2024,58601.7,471.6,46.8,中部
207200,焦作,2012,63742.4,424.5,45.9,中部
207200,焦作,2013,68897.4,424.6,45.6,中部
207200,焦作,2014,72410.8,426.2,45.3,中部
207200,焦作,2015,78408.4,426,45,中部
207200,焦作,2016,83550.9,427.1,44.7,中部
207200,焦作,2017,95138.2,431,44.4,中部
207200,焦作,2018,106733.1,432.4,44.1,中部
207200,焦作,2019,115749.8,436.4,43.8,中部
207200,焦作,2020,124679,439.5,43.5,中部
207200,焦作,2021,135066.7,440.4,43.2,中部
207200,焦作,2022,142903.3,441.9,42.9,中部
207200,焦作,2023,151203.7,447.2,42.6,中部
207200,焦作,2024,165081.7,448.8,42.3,中部
207300,许昌,2012,49111.6,361.2,39.3,中部
207300,许昌,2013,52185.2,361.6,39,中部
207300,许昌,2014,56148.2,362.8,38.7,中部
207300,许昌,2015,60951.3,364.8,38.4,中部
207300,许昌,2016,68754.5,366,38.1,中部
207300,许昌,2017,74013.8,367.9,37.8,中部
207300,许昌,2018,80742.7,370.1,37.5,中部
207300,许昌,2019,86493.8,370.4,37.2,中部
207300,许昌,2020,91101.2,373.4,36.9,中部
207300,许昌,2021,99188.4,374.8,36.6,中部
207300,许昌,2022,107909.4,375.5,36.3,中部
207300,许昌,2023,115184.8,378.7,36,中部
207300,许昌,2024,123201.5,380.8,35.7,中部
207400,漯河,2012,31206.3,267.7,39.4,中部
207400,漯河,2013,31477.4,268.5,39.1,中部
207400,漯河,2014,33873.2,268.5,38.8,中部
207400,漯河,2015,35602.3,269.8,38.5,中部
207400,漯河,2016,38648.1,271.6,38.2,中部
207400,漯河,2017,41812.8,272.3,37.9,中部
207400,漯河,2018,46993.1,273,37.6,中部
207400,漯河,2019,51660.1,273.8,37.3,中部
207400,漯河,2020,54674.8,274.9,37,中部
207400,漯河,2021,62697.4,277.3,36.7,中部
207400,漯河,2022,66557.5,278.3,36.4,中部
207400,漯河,2023,71828.9,278.4,36.1,中部
207400,漯河,2024,77844.9,279.4,35.8,中部
207500,南阳,2012,113746.8,321.9,45.5,中部
207500,南阳,2013,123485.6,324.7,45.2,中部
207500,南阳,2014,134119.8,326.7,44.9,中部
207500,南阳,2015,145842.6,328.9,44.6,中部
207500,南阳,2016,159521.9,329.9,44.3,中部
207500,南阳,2017,170270.9,332.4,44,中部
207500,南阳,2018,181651.4,333.4,43.7,中部
207500,南阳,2019,193582.2,334.2,43.4,中部
207500,南阳,2020,214197.4,336.7,43.1,中部
207500,南阳,2021,235185.4,338,42.8,中部
207500,南阳,2022,256111.7,340,42.5,中部
207500,南阳,2023,271981.9,340.1,42.2,中部
207500,南阳,2024,286052.1,340.7,41.9,中部
207600,商丘,2012,28476.6,423,46.3,中部
207600,商丘,2013,30492.7,425,46,中部
207600,商丘,2014,32443.2,428,45.7,中部
207600,商丘,2015,35052,432.8,45.4,中部
207600,商丘,2016,38617.4,435.8,45.1,中部
207600,商丘,2017,40730,438.9,44.8,中部
207600,商丘,2018,44502.4,442.9,44.5,中部
207600,商丘,2019,46990.3,444.4,44.2,中部
207600,商丘,2020,50024,447.1,43.9,中部
207600,商丘,2021,53522.1,449.2,43.6,中部
207600,商丘,2022,55876.4,451.8,43.3,中部
207600,商丘,2023,60172.2,454.8,43,中部
207600,商丘,2024,64592.3,457,42.7,中部
207700,信阳,2012,35769.1,408.6,63.7,中部
207700,信阳,2013,37996.4,411.7,63.4,中部
207700,信阳,2014,40542.2,414.4,63.1,中部
207700,信阳,2015,44842.7,417.9,62.8,中部
207700,信阳,2016,47581.4,421.7,62.5,中部
207700,信阳,2017,50831.1,424.3,62.2,中部
207700,信阳,2018,53820.9,426.1,61.9,中部
207700,信阳,2019,58666.9,427.3,61.6,中部
207700,信阳,2020,62461,431,61.3,中部
207700,信阳,2021,66989.5,432.6,61,中部
207700,信阳,2022,72856.8,436.1,60.7,中部
207700,信阳,2023,80725.8,436.7,60.4,中部
207700,信阳,2024,86721.8,438.5,60.1,中部
207800,武汉,2012,28334,374.6,48.7,中部
207800,武汉,2013,30481.4,376.2,48.4,中部
207800,武汉,2014,32452.3,377.9,48.1,中部
207800,武汉,2015,34675.8,378.5,47.8,中部
207800,武汉,2016,37822.6,381.5,47.5,中部
207800,武汉,2017,40955.8,380.9,47.2,中部
207800,武汉,2018,45477.7,384.9,46.9,中部
207800,武汉,2019,47628.7,385.5,46.6,中部
207800,武汉,2020,50797.5,387.3,46.3,中部
207800,武汉,2021,53653,389.5,46,中部
207800,武汉,2022,58155.1,392,45.7,中部
207800,武汉,2023,63352.7,394.8,45.4,中部
207800,武汉,2024,68542.4,398.5,45.1,中部
207900,黄石,2012,19329.1,625.4,39.4,中部
207900,黄石,2013,20476.1,629.4,39.1,中部
207900,黄石,2014,22352.1,634,38.8,中部
207900,黄石,2015,24564.8,636.4,38.5,中部
207900,黄石,2016,26709.3,638.9,38.2,中部
207900,黄石,2017,29101.1,644.1,37.9,中部
207900,黄石,2018,31272.7,647.6,37.6,中部
207900,黄石,2019,33516.4,651.7,37.3,中部
207900,黄石,2020,37503.6,651.5,37,中部
207900,黄石,2021,39777.7,653,36.7,中部
207900,黄石,2022,42426,656.5,36.4,中部
207900,黄石,2023,46507.5,658,36.1,中部
207900,黄石,2024,50135.8,661.3,35.8,中部
208000,十堰,2012,22689.2,443.1,37.9,中部
208000,十堰,2013,24373.3,443.2,37.6,中部
208000,十堰,2014,26225.3,444.6,37.3,中部
208000,十堰,2015,28257,447.5,37,中部
208000,十堰,2016,30503.6,448.8,36.7,中部
208000,十堰,2017,32499.3,453.6,36.4,中部
208000,十堰,2018,36201.8,455,36.1,中部
208000,十堰,2019,38436.9,457.8,35.8,中部
208000,十堰,2020,42749,460.6,35.5,中部
208000,十堰,2021,45599.2,462.9,35.2,中部
208000,十堰,2022,50597.5,467.5,34.9,中部
208000,十堰,2023,52904.9,472.6,34.6,中部
208000,十堰,2024,57463.6,475.7,34.3,中部
208100,宜昌,2012,30560.6,645.5,49.9,中部
208100,宜昌,2013,32675.8,649.8,49.6,中部
208100,宜昌,2014,34483.8,652.4,49.3,中部
208100,宜昌,2015,37080.7,652.7,49,中部
208100,宜昌,2016,38758.4,657.6,48.7,中部
208100,宜昌,2017,43021.4,656.8,48.4,中部
208100,宜昌,2018,43997.1,658.9,48.1,中部
208100,宜昌,2019,47848.8,661.1,47.8,中部
208100,宜昌,2020,49670.6,667.5,47.5,中部
208100,宜昌,2021,52686.6,668.5,47.2,中部
208100,宜昌,2022,55143.2,670.6,46.9,中部
208100,宜昌,2023,58410.6,673.1,46.6,中部
208100,宜昌,2024,62604.7,675.4,46.3,中部
208200,襄阳,2012,57430.9,375.3,37.1,中部
208200,襄阳,2013,62587.8,378.8,36.8,中部
208200,襄阳,2014,66279.9,381,36.5,中部
208200,襄阳,2015,69203.6,382.7,36.2,中部
208200,襄阳,2016,75373.9,385.6,35.9,中部
208200,襄阳,2017,80654.1,387.2,35.6,中部
208200,襄阳,2018,85519.3,390.6,35.3,中部
208200,襄阳,2019,92824.7,395.5,35,中部
208200,襄阳,2020,97084.5,398.2,34.7,中部
208200,襄阳,2021,108035.1,397.6,34.4,中部
208200,襄阳,2022,111801.3,397.2,34.1,中部
208200,襄阳,2023,124550.7,400.2,33.8,中部
208200,襄阳,2024,134782.4,403.6,33.5,中部
208300,荆门,2012,33125.5,266.5,32.3,中部
208300,荆门,2013,34989.2,267.2,32,中部
208300,荆门,2014,37650.8,267.3,31.7,中部
208300,荆门,2015,39735.2,269.4,31.4,中部
208300,荆门,2016,42255.7,271.1,31.1,中部
208300,荆门,2017,46145.9,273.3,30.8,中部
208300,荆门,2018,48077.9,274,30.5,中部
208300,荆门,2019,52248.5,274.9,30.2,中部
208300,荆门,2020,57622.2,274.9,29.9,中部
208300,荆门,2021,60939.1,275.1,29.6,中部
208300,荆门,2022,64239.9,276.6,29.3,中部
208300,荆门,2023,71225.8,276.1,29,中部
208300,荆门,2024,74644.2,276.1,28.7,中部
208400,孝感,2012,42252.6,674.1,51.7,中部
208400,孝感,2013,44869.9,680.5,51.4,中部
208400,孝感,2014,47431.9,683.2,51.1,中部
208400,孝感,2015,51135.2,688.2,50.8,中部
208400,孝感,2016,55900.7,693.5,50.5,中部
208400,孝感,2017,60328.6,696.4,50.2,中部
208400,孝感,2018,63680,697.3,49.9,中部
208400,孝感,2019,67750.1,702.3,49.6,中部
208400,孝感,2020,73875.8,706.2,49.3,中部
208400,孝感,2021,80413.3,708.1,49,中部
208400,孝感,2022,86592.6,710,48.7,中部
208400,孝感,2023,93103.9,713.9,48.4,中部
208400,孝感,2024,101230.9,717.7,48.1,中部
208500,荆州,2012,35976.8,417,50.3,中部
208500,荆州,2013,38875.6,421.5,50,中部
208500,荆州,2014,41328,423.4,49.7,中部
208500,荆州,2015,43517.6,425.4,49.4,中部
208500,荆州,2016,48098.7,426.8,49.1,中部
208500,荆州,2017,51062.1,430,48.8,中部
